86.830000	87.260000	 proper
87.260000	87.760000	 forms have
87.760000	88.260000	 lain! A
88.260000	88.540000	 form
88.540000	88.960000	 twelve
88.960000	89.530000	 gamma for
89.530000	89.880000	 unlic
89.880000	90.260000	ensed
90.260000	90.750000	 destiny
90.750000	91.380000	 defiance!
91.380000	91.640000	 A wa
91.640000	92.060000	ver for
92.060000	92.470000	 your w
92.470000	92.790000	ading
92.790000	93.300000	 through a
93.300000	93.680000	 wall of
93.680000	94.080000	 temporal
94.080000	94.780000	 science.
94.780000	95.280000	 I'll cite
95.280000	95.620000	 you for
95.620000	96.200000	 existing
96.200000	96.610000	 in a
96.610000	97.220000	 previously
97.220000	97.830000	 booked slot
97.830000	98.530000	! You're
98.530000	99.160000	 standing
99.160000	99.390000	 in a
99.390000	99.860000	 moment
99.860000	100.400000	 that was
100.400000	101.220000	 scheduled
101.220000	102.510000	! You are
102.510000	104.600000	 not!
104.600000	105.190000	 I am the
105.190000	105.930000	 chrono
105.930000	106.630000	 clerk, the
106.630000	107.160000	 minute
107.160000	108.020000	 master!
108.020000	108.220000	 The
108.220000	108.820000	 architect
108.820000	109.270000	 of aster
109.270000	109.670000	isks and
109.670000	110.240000	 footnote
110.240000	111.400000	 disaster.
111.400000	111.800000	 You'll
111.800000	112.270000	 find the
112.270000	112.810000	 loophole
112.810000	113.280000	 that you
113.280000	113.610000	 think
113.610000	114.080000	 will let
114.080000	114.550000	 you slip
114.550000	114.720000	 on
114.720000	115.150000	 through
115.150000	115.280000	 is
115.280000	115.750000	 invalid
115.750000	116.160000	ated by
116.160000	116.530000	 the by
116.530000	117.120000	laws I've
117.120000	117.650000	 applied
117.650000	118.230000	 to you!
118.230000	118.690000	 So face
118.690000	119.280000	 the juris
119.280000	119.880000	prudence
119.880000	120.100000	 of a
120.100000	120.560000	 truly
120.560000	121.000000	 ticking
121.000000	121.840000	 brain!
121.840000	122.940000	 You'll
122.940000	123.850000	 never
123.850000	125.130000	 beat the
125.130000	126.400000	 rules in
126.400000	127.850000	 the ref
127.850000	129.240000	rain! And
129.240000	130.120000	 though he
130.120000	130.710000	 never
130.710000	131.680000	 says it,
131.680000	132.050000	 though he
132.050000	132.560000	 calls
132.560000	133.040000	 my
133.040000	133.910000	 puzzles
133.910000	135.220000	 quaint,
135.220000	135.850000	 one day
135.850000	137.040000	 he'll see
137.040000	137.490000	 the
137.490000	138.690000	 genius in
138.690000	139.290000	 this
139.290000	140.340000	 bureauc
140.340000	141.030000	ratic
141.030000	141.850000	 paint!
141.850000	142.840000	 Upon the
142.840000	143.520000	 scroll
143.520000	143.850000	 of
143.850000	145.230000	 history
145.230000	146.350000	 in ledger
146.350000	147.510000	 lines of
147.510000	149.010000	 fate. He
149.010000	150.340000	'll write
150.340000	151.500000	 "My loyal
151.500000	152.830000	 clerk was
152.830000	153.590000	 ...margin
153.590000	155.120000	ally....
155.120000	155.640000	 First
155.640000	157.330000	 rate... AH
157.330000	158.920000	EM! Back
158.920000	159.630000	 to the
159.630000	160.950000	 infract
160.950000	162.490000	ions! So
162.490000	162.960000	 tremble
162.960000	163.320000	 at the
163.320000	163.900000	 paperwork!
163.900000	164.440000	 Despair
164.440000	164.810000	 at the
164.810000	165.440000	 decrees!
165.440000	165.750000	 I'll h
165.750000	166.190000	ound you
166.190000	166.640000	 through
166.640000	166.830000	 the
166.830000	167.410000	 timelines
167.410000	167.670000	 on my
167.670000	168.170000	 hands and
168.170000	168.570000	 bureaucra-
168.570000	169.250000	knees! You
169.250000	169.640000	 cannot
169.640000	169.960000	 win, you
169.960000	170.420000	 cannot
170.420000	170.950000	 fight,
170.950000	171.180000	 you
171.180000	171.640000	 cannot
171.640000	172.370000	 even plea
172.370000	173.000000	! For I've
173.000000	173.530000	 already
173.530000	174.060000	 written
174.060000	174.590000	 how this
174.590000	175.640000	 ends, You
175.640000	177.640000	 see? It's
177.640000	178.480000	 right
178.480000	179.480000	 here in
179.480000	179.980000	 the
179.980000	181.310000	 margin in
181.310000	182.140000	 a very
182.140000	183.480000	 tiny font
183.480000	184.270000	. You
184.270000	184.820000	 lose. Case
184.820000	185.490000	 closed.
185.490000	186.260000	 The final
186.260000	186.960000	 verdict
186.960000	190.990000	 is: thou
190.990000	195.010000	 canst not
195.010000	196.560000	.
